cip13,lib_cip13,remboursement_total,rang,remboursement_cumule,part_cumulee
3400949717699,ESOMEPRAZOLE ZEN 20MG GELULE 7,84046.51,7599,24320932551.16,99.51250785724473
3400938098488,"AERIUS 0,5 MG/ML SOL BUV 150ML 1",84030.34,7600,24321016581.5,99.51285167917064
3400927922640,NICOPASS CITRON 2MG SS GOMME 96,84026.98,7601,24321100608.48,99.51319548734861
3400930103678,"LEVOD/C/E MYL 175/43,75/200 MG CPR 100",83972.54000000001,7602,24321184581.02,99.51353907277772
3400949819638,"VALSARTAN/HCTZ EG 80/12,5MG CPR 90",83806.4,7603,24321268387.420002,99.5138819784217
3400930181607,OMEPRAZOLE ZTL 20MG GELULE 14,83717.61,7604,24321352105.03,99.5142245207689
3400939538587,"SIROCTID 0,1 MG SOL INJ SER 1ML 6",83711.04,7605,24321435816.07,99.51456703623407
3400936065888,GLUCOSE BBM 5% SOL INJ POC 500ML 1,83698.8,7606,24321519514.87,99.51490950161754
3400930173077,ATAZANAVIR BGA 200MG GELULE 60,83634.84,7607,24321603149.71,99.51525170529972
3400934857713,CAPTOPRIL BGA 25MG CPR 30,83594.06,7608,24321686743.77,99.51559374212479
3400927344046,"TELMISARTAN/HCTZ TVS 80MG/12,5MG CPR 30",83560.89,7609,24321770304.66,99.51593564323015
3400936895454,"OXOMEMAZINE BGA 0,33MG/ML SIROP 1",83512.25,7610,24321853816.91,99.51627734531813
3400938270426,TOPIRAMATE VIATRIS 50MG CPR 28,83481.3,7611,24321937298.21,99.51661892076983
3400938202120,ADROVANCE 70MG/5600UI CPR 4,83460.97,7612,24322020759.18,99.5169604130385
3400930018644,BCG MEDAC PDR SOL INJ 1,83446.65,7613,24322104205.83,99.51730184671487
3400930148440,"ANAGRELIDE ARW 0,5MG GELULE 100",83419.4,7614,24322187625.23,99.51764316889404
3400936153868,TRIATEC 10MG CPR 30,83392.89,7615,24322271018.12,99.51798438260383
3400930257579,"PERINDOPRIL ARG ZEN 2,5MG CPR 90",83370.49,7616,24322354388.61,99.5183255046609
3400937807838,CAPTOPRIL HCTZ BGA 50/25MG CPR 84,83360.41,7617,24322437749.02,99.51866658547421
3400936745551,FENOFIBRATE ZEN 200MG GELULE 30,83336.15,7618,24322521085.170002,99.51900756702433
3400930170885,FEBUXOSTAT ARW 120MG CPR 28,83322.86,7619,24322604408.03,99.51934849419654
3400930249925,ROSUVASTATINE BGR 5 MG CPR 30,83282.57,7620,24322687690.6,99.51968925651656
3400933604080,ORELOX 40MG/5ML GRANULES 100ML 1,83277.18,7621,24322770967.78,99.52002999678267
3400935620170,MORPHINE SULF LAV 500 MG INJ 10,83226.78,7622,24322854194.56,99.52037053083009
3400922495194,CELECOXIB TVC 100MG GELULE 30,83218.7,7623,24322937413.26,99.52071103181704
3400938121124,FORMODUAL 100/6 MCG/DOSE SOL INH 1,83215.66,7624,24323020628.920002,99.52105152036545
3400927559617,"TELMISARTAN/HCTZ ZEN 80MG/12,5MG CPR 30",83177.71,7625,24323103806.63,99.52139185363606
3400941946561,CETIRIZINE ALM 10MG CPR 15,83145.19,7626,24323186951.82,99.52173205384655
3400934243677,OROMONE 2 MG CPR 28,83116.5,7627,24323270068.32,99.52207213666789
3400939343129,"PRAMIPEXOLE EG 0,18MG CPR 30",83089.97,7628,24323353158.29,99.52241211093799
3400922352046,"CANDESARTAN/HCTZ CRT 16/12,5 MG CPR 90",83053.01,7629,24323436211.3,99.52275193398107
3400921924527,TELMISARTAN EG 40MG CPR 30,82970.22,7630,24323519181.52,99.52309141827726
3400930085370,LAMIVUDINE ARW 300MG CPR 30,82953,7631,24323602134.52,99.5234308321154
3400938088373,CLARITHROMYCINE ARW 250MG CPR 10,82910.1,7632,24323685044.62,99.52377007042216
3400938044201,FLUOXETINE ZYD 20MG CPR 28,82824.98,7633,24323767869.6,99.52410896044852
3400930181577,OMEPRAZOLE ZTL 10MG GELULE 28,82824.35,7634,24323850693.95,99.52444784789712
3400930165942,"GILENYA 0,25 MG GELULE 28",82655.82,7635,24323933349.77,99.5247860457816
3400930102657,"LEVOD/C/E TVC 125/31,25/200 MG CPR 100",82562.66,7636,24324015912.43,99.52512386248887
3400930138601,"SUNITINIB TEVA 12,5 MG, GELULE 28",82530.5,7637,24324098442.93,99.52546154760897
3400926929992,DILTIAZEM TVS LP 200MG GELULE 84,82524.22,7638,24324180967.15,99.52579920703359
3400930117378,"ENTECAVIR EVO 0,5 MG CPR 30",82522.70999999999,7639,24324263489.86,99.5261368602798
3400930169896,ATORVASTATINE ALP 20MG CPR 90,82520.2,7640,24324346010.06,99.52647450325603
3400938282023,RISPERIDONE ZEN 1MG/ML SOL BUV 30ML 1,82238.25,7641,24324428248.31,99.52681099259426
3400938349351,FLUVASTATINE SDZ 20 MG GELULE 30,82227.08,7642,24324510475.39,99.52714743622886
3400949004416,LIPOROSA 20 MG/10 MG GELULE AIP DFD 30,82221.04,7643,24324592696.43,99.52748385514997
3400938422771,VALACICLOVIR ALT 500MG CPR 10,82178.74,7644,24324674875.170002,99.52782010099469
3400930170793,MEDNUTRIFLEX E PERF 1875ML 5,82160.1,7645,24324757035.27,99.52815627057122
3400930236024,ORYLMYTE 100+300 IR CPR SUBLING 31,82092.45,7646,24324839127.72,99.52849216334829
3400937353403,"MOXONIDINE VIATRIS 0,2MG CPR 90",82030.91,7647,24324921158.63,99.52882780432583
3400933090630,ULTRAVIST 7.4 G SOL INJ 1,82006.39,7648,24325003165.02,99.52916334497634
3400930225509,"BISOPROLOL ZENTIVA K.S 3,75 MG CPR 30",81844.08,7649,24325085009.1,99.5294982215127
3400921784985,"IRBESARTAN HCTZ CRT 300/12,5MG CPR 90",81749.31,7650,24325166758.41,99.52983271028432
3400932695249,GENTAMICINE PAN 40 MG SOL INJ 1,81693.6,7651,24325248452.01,99.53016697111066
3400931162179,DEXAMBUTOL 500 MG CPR 50,81690.45,7652,24325330142.46,99.53050121904833
3400938155242,TAREG 160 MG CPR 30,81650.06,7653,24325411792.52,99.53083530172466
3400936155701,"SPECIAFOLDINE 0,4MG CPR 28",81636.14,7654,24325493428.66,99.53116932744534
3400930152621,"EVEROLIMUS ARW 2,5MG CPR 30",81619.58,7655,24325575048.24,99.53150328540848
3400936988057,AMINOMIX 800E SOL INJ POC 1L 6,81560.92,7656,24325656609.16,99.53183700335597
3400949433599,OLANZAPINE ZEN 5MG CPR DISP 28,81527.9,7657,24325738137.06,99.53217058619752
3400935794208,SOTALOL BGA 80MG CPR 30,81488.01,7658,24325819625.07,99.53250400582351
3400930228319,DEFERASIROX ACC 360 MG CPR 30,81466.93,7659,24325901092,99.532837339197755
3400949106677,VALSARTAN EG 160MG CPR 30,81359.43000000001,7660,24325982451.43,99.53317023272065
3400936076136,PIROXICAM VIATRIS 20MG GELULE 15,81351.84,7661,24326063803.27,99.533503095188
3400930169841,ATORVASTATINE ALP 40MG CPR 90,81300.35,7662,24326145103.62,99.53383574697679
3400949431700,OLANZAPINE ZENTIVA 10MG CPR 28,81283.15,7663,24326226386.77,99.53416832838936
3400939675183,AMLODIPINE CRT 10MG GELULE 30,81270.78,7664,24326307657.55,99.53450085918834
3400938553635,CLARITHROMYCINE TVC 250 MG CPR 10,81267.3,7665,24326388924.85,99.53483337574842
3400937451376,"MOXONIDINE TVS 0,4MG CPR 90",81241.72,7666,24326470166.57,99.53516578764435
3400938441581,SIMVASTATINE EG 40MG CPR 30,81167.78,7667,24326551334.35,99.53549789700438
3400933024055,CO RENITEC CPR 28,81128.91,7668,24326632463.26,99.53582984732236
3400922280783,GLIMEPIRIDE ARG 3MG CPR 90,81041.45,7669,24326713504.71,99.53616143978546
3400930201862,URAPIDIL ZENTIVA LP 30MG GELULE 30,80979.11,7670,24326794483.82,99.53649277717572
3400933332518,CLARADOL 500MG CPR 16,80964.16,7671,24326875447.98,99.53682405339596
3400927417757,ESOMEPRAZOLE SDZ 20 MG GELULE 7,80789.48999999999,7672,24326956237.47,99.53715461492939
3400930111239,ROSUVASTATINE KRK 5MG CPR 90,80788.07,7673,24327037025.54,99.53748517065269
3400930013878,THYROFIX 100 MICROG CPR 100,80774.9,7674,24327117800.44,99.53781567248907
3400926687717,VALSARTAN ARL 80MG CPR 30,80739.12,7675,24327198539.56,99.53814602792657
3400939327150,LOSARTAN EG 50MG CPR 90,80683.44,7676,24327279223,99.53847615554155
3400935849588,COZAAR 100MG CPR 28,80631,7677,24327359854,99.5388060685909
3400939699837,CANDESARTAN SDZ 32 MG CPR 30,80624.18,7678,24327440478.18,99.53913595373527
3400922296753,"BISOPROLOL AHL 2,5MG CPR 30",80531.13,7679,24327521009.31,99.53946545815249
3400935312938,"CARDENSIEL 7,5MG CPR 30",80520.5,7680,24327601529.81,99.5397949190756
3400936061637,"AMOX/AC CLAV ALM 500MG/62,5MG AD CPR 16",80479.13,7681,24327682008.94,99.54012421072753
3400930046326,BRINZOLAMIDE CRT 10MG/ML COLL FL 5ML 1,80435.85,7682,24327762444.79,99.54045332529329
3400931742494,TIAPRIDAL 100MG CPR 20,80396.47,7683,24327842841.26,99.54078227873022
3400935067111,BETAHISTINE BGA 8MG CPR 90,80373.37,7684,24327923214.63,99.54111113765029
3400930037577,ARIPIPRAZOLE ACC 5 MG CPR 28,80360.21,7685,24328003574.84,99.54143994272437
3400926634896,ATORVASTATINE HCS 20MG CPR 90,80309.02,7686,24328083883.86,99.54176853834737
3400937838993,MANIDIPINE TVC 20MG CPR 90,80206.52,7687,24328164090.38,99.54209671457726
3400930120712,CINACALCET EVO 30MG CPR 28,80168.18000000001,7688,24328244258.56,99.54242473393364
3400921677447,ALLOPURINOL CRT 100MG CPR 28,79975.52,7689,24328324234.08,99.54275196499461
3400934639302,TAMOXIFENE BGA 10MG CPR 30,79859.94,7690,24328404094.02,99.54307872314378
3400941636509,MONTELUKAST CRT 10 MG CPR 28,79848.51,7691,24328483942.53,99.54340543452551
3400927341892,"TELMISARTAN/HCTZ TVS 40MG/12,5MG CPR 90",79847.46,7692,24328563789.99,99.54373214161103
3400922282046,GLIMEPIRIDE ARG 4MG CPR 90,79816.65,7693,24328643606.64,99.54405872263308
3400930224601,ENALAPRIL/LER EG 20MG/20MG CPR 90,79802.74,7694,24328723409.38,99.54438524674045
3400949215300,"OXOMEMAZINE ARW 0,33 MG/ML SOL BUV 1",79791.64,7695,24328803201.02,99.54471172543059
3400930027103,ARIPIPRAZOLE TVC 15 MG CPR ORODISP 28,79764.01,7696,24328882965.03,99.54503809106872
3400939578330,FOSINOPRIL BGA 20MG CPR 90,79702.3,7697,24328962667.33,99.54536420421172
3400930102701,"LEVOD/C/E TVC 200 MG/50 MG/200 MG, 100",79669.65,7698,24329042336.98,99.54569018376266
3400934086298,OPTIJECT 350 SOL INJ SER 50ML 1,79663.95,7699,24329122000.93,99.54601613999125
3400939190051,"IXPRIM 37,5MG/325MG CPR EFF 20",79637.15,7700,24329201638.08,99.5463419865639
3400941573071,RISEDRONATE ARW 75MG CPR 2,79581.84,7701,24329281219.920002,99.54666760682791
3400930265192,QUETIAPINE TVS LP 400 MG CPR 60,79557.96,7702,24329360777.88,99.54699312938355
3400938757620,"VENLAFAXINE ALM LP 37,5 MG GELULE 30",79544.28,7703,24329440322.16,99.54731859596555
3400941529597,"CARVEDILOL TVC 12,5MG CPR 28",79459.25,7704,24329519781.41,99.54764371463537
3400933403577,ZINNAT 125MG/5ML GLE SUSP BUV 80ML 1,79426.37,7705,24329599207.78,99.54796869877207
3400926931193,DILTIAZEM TVS LP 300MG GELULE 84,79394.56,7706,24329678602.34,99.54829355275369
3400932250998,EXTOVYL 12MG GELULE 60,79286.87,7707,24329757889.21,99.54861796610655
3400930068144,ROSUVASTATINE ZDF 5MG CPR 30,79277.72,7708,24329837166.93,99.54894234202092
3400934499821,NUTRIVISC 5% COLLYRE FL 10ML 1,79241.15,7709,24329916408.08,99.54926656830399
3400930230060,ONTOZRY 100MG CPR 14,79229.66,7710,24329995637.74,99.54959074757413
3400933145552,KLIOGEST CPR 28,79219.69,7711,24330074857.43,99.5499148860506
3400937391252,SPIRONOLACTONE EG 50MG CPR 90,79198.64,7712,24330154056.07,99.55023893839804
3400930029589,ELETRIPTAN BGR 40MG CPR 6,79169.32,7713,24330233225.39,99.55056287077859
3400936982253,SERTRALINE EVO 50MG GELULE 28,79131.48,7714,24330312356.87,99.55088664833147
3400931152705,XYLOCAINE 5% NAPHAZOLINE SOL 1,79000.73,7715,24330391357.6,99.55120989090238
3400930222676,SUNITINIB ZEN 50 MG GELULE 28,78995.37000000001,7716,24330470352.97,99.55153311154211
3400938820065,OLANZAPINE ZYD 10MG CPR 28,78968.64,7717,24330549321.61,99.55185622281229
3400939278902,IRBESARTAN SUN 150MG CPR PELL 90,78931.06,7718,24330628252.670002,99.55217918031862
3400930077665,RUPATADINE ARW 10MG CPR 30,78924.49,7719,24330707177.16,99.55250211094288
3400930044674,"PERINDOPRIL INDAP ZYF 8/2,5 MG CPR 90",78874.44,7720,24330786051.6,99.55282483678053
3400930128176,MIANSERINE BGA 10MG CPR 30,78842.89,7721,24330864894.49,99.55314743352695
3400930152089,ACEBUTOLOL VTS 200MG CPR 30,78841.97,7722,24330943736.46,99.55347002650903
3400930166246,ZEULIDE 3.75MG PDR ET SOL INJ 1,78828.97,7723,24331022565.43,99.55379256629982
3400937625784,DOXAZOSINE VIATRIS LP 8MG CPR LP 28,78794.22,7724,24331101359.65,99.55411496390609
3400936363366,"BISOPROLOL HCTZ EG 10/6,25MG CPR 90",78721.48,7725,24331180081.13,99.55443706388645
3400941587030,METFORMINE EVO 1000 MG CPR 30,78718.42,7726,24331258799.55,99.55475915134639
3400930170168,APREPITANT 80MG+125MG ACC GELULE 3,78476.26,7727,24331337275.81,99.55508024797471
3400930073841,ROSUVASTATINE ALM 10MG CPR 30,78468.23999999999,7728,24331415744.05,99.55540131178807
3400936738058,SPIRONOLACTONE ZEN 50MG CPR 30,78375.58,7729,24331494119.63,99.55572199647006
3400937901499,CETIRIZINE ARW 10 MG/ML BUV FL 15ML 1,78346.41,7730,24331572466.04,99.55604256179889
3400930217726,LAMIVUDINE ARW 100MG CPR 28,78233.37,7731,24331650699.41,99.5563626646087
3400936807518,SOTALOL SDZ 80MG CPR 30,78171.53,7732,24331728870.94,99.55668251439147
3400935497260,"EPREX 6 000 UI/0,6ML SOL INJ SER 6",78155,7733,24331807025.94,99.55700229653942
3400930181461,SILODOSINE SDZ 4MG GELULE 30,78153.78,7734,24331885179.72,99.5573220736956
3400930218006,RISPERIDONE TEVA LP 25 MG INJ 1,78123.06,7735,24331963302.78,99.55764172515656
3400930261941,TRIENTINE WAYMADE 200 MG GELULE 100,77969.17,7736,24332041271.95,99.557960746955
3400937141772,"COKENZEN 16MG/12,5MG CPR 30",77962.04,7737,24332119233.99,99.55827973958004
3400930106495,LANSOPRAZOLE ALP 15MG GELULE 30,77938.54,7738,24332197172.53,99.55859863605154
3400937056175,PINAVERIUM TVS 100MG CPR 30,77914.63,7739,24332275087.16,99.55891743469192
3400938335682,CIPROFIBRATE ARW 100MG GELULE 30,77879.26,7740,24332352966.420002,99.55923608861099
3400933090401,ULTRAVIST 300 SOL INJ FL 100ML 1,77857.31999999999,7741,24332430823.74,99.55955465275946
3400949291069,RISPERIDONE EG 2MG CPR DISP 28,77830.59,7742,24332508654.33,99.5598731075384
3400930144251,EFAVIRENZ ARW 600MG CPR 30,77816,7743,24332586470.33,99.56019150262028
3400930072905,DULOXETINE BGA 60MG GELULE 28,77809.23,7744,24332664279.56,99.56050987000178
3400938308600,HELICOBACTER TEST INFAI 45MG PDR 1,77714.67,7745,24332741994.23,99.56082785047775
3400938215427,BINOCRIT 4000UI SOL INJ SER 6,77700.76000000001,7746,24332819694.99,99.56114577403903
3400937052733,GLIMEPIRIDE ZEN 1MG CPR 30,77664.38,7747,24332897359.37,99.5614635487464
3400938749816,CEFPODOXIME SDZ ENF/NR40MG/5ML 50ML 1,77610.71,7748,24332974970.08,99.56178110385548
3400927380525,BETAXOLOL SDZ 20MG CPR 30,77579.67,7749,24333052549.75,99.56209853196002
3400931022503,SURMONTIL 4% SOL BUV FL 30ML 1,77575,7750,24333130124.75,99.56241594095661
3400930043578,ARIPIPRAZOLE SDZ 15 MG CPR ORODISP 28,77556.49,7751,24333207681.24,99.56273327421692
3400932782796,"FRAXIPARINE 2850UI AXA/0,3ML SOL INJ 10",77543.66,7752,24333285224.9,99.5630505549815
3400930095706,SINETRAV 40 MCG/ML COLLYRE 1,77412.4,7753,24333362637.3,99.56336729867736
3400930042205,EMEND PDR SUSP BUV 1,77337.33,7754,24333439974.63,99.5636837352138
3400937833851,LERCANIDIPINE EVO 20MG CPR 30,77333.84,7755,24333517308.47,99.56400015747042
3400930203965,LYUMJEV 300UI KWIKPEN CART 5,77197.97,7756,24333594506.44,99.56431602379584
3400938790108,ENALAPRIL EG 20MG CPR 30,77171.46,7757,24333671677.9,99.56463178165191
3400930220122,FENTANYL BIOGARAN 100MCG CPR SUB 10,77168.04,7758,24333748845.94,99.56494752551454
3400930069561,GLICLAZIDE CRT LM 60MG CPR 30,77165.81,7759,24333826011.75,99.56526326025283
3400930084939,DARUNAVIR VIATRIS 400MG CPR 60,77117.28,7760,24333903129.03,99.56557879642382
3400934210440,AMAREL 3MG CPR 30,77102.37,7761,24333980231.4,99.56589427158845
3400932225637,SOTALEX 160MG CPR 30,77068.97,7762,24334057300.37,99.56620961009229
3400930171202,GLICLAZIDE SDZ LM 30MG CPR 180,76749.34,7763,24334134049.71,99.56652364078514
3400938828511,"ENALAPRIL HCTZ TVC 20/12,5MG CPR 90",76699.23,7764,24334210748.94,99.56683746644588
3400936762879,GLUCOSE FRF 5% SOL INJ POC PSS 250ML 1,76694.91,7765,24334287443.85,99.56715127443074
3400930026175,ARIPIPRAZOLE BGR 15 MG CPR ORODISP 28,76639.31,7766,24334364083.16,99.56746485492042
3400922139128,ROPINIROLE ZEN LP 8MG CPR 28,76589.42,7767,24334440672.58,99.56777823127815
3400935845917,ADVILMED 100MG CPR ENR 30,76530.88,7768,24334517203.46,99.56809136811125
3400949729586,RISEDRONATE EG 35MG CPR 4,76454.6,7769,24334593658.06,99.56840419283407
3400934127373,"TIMOLOL NOV 0,50% COLLYRE FL 5ML 1",76443.94,7770,24334670102,99.56871697393996
3400949501144,ZARZIO 30 MUI SOL INJ SER PHARMALAB 5,76308.48000000001,7771,24334746410.48,99.56902920079224
3400949004409,LIPOROSA 10MG/10MG GELULE AIP (DFD) 90,76216.96,7772,24334822627.44,99.56934105317762
3400930187548,ERLOTINIB ZEN 150MG CPR 30,76200.9,7773,24334898828.34,99.56965283985129
3400930136492,SPIRONOLACTONE BGA 25MG CPR 30,76114.87,7774,24334974943.21,99.56996427452111
3400930201763,ENOXAPARINE ARROW 6000UI SER 10,76099.42,7775,24335051042.63,99.57027564597509
3400935931245,ACICLOVIR ARW 800MG CPR 35,76067.6,7776,24335127110.23,99.57058688723308
3400930012130,RETACRIT 5000 UI SOL INJ SER + D 6,76060.88,7777,24335203171.11,99.57089810099524
3400938139853,LANSOPRAZOLE VIATRIS 15MG GELULE GR 15,76043.56,7778,24335279214.670002,99.57120924389021
3400934745140,DENSICAL VIT D3 500MG/400UI CPR 60,75952.29,7779,24335355166.96,99.57152001334114
3400939600543,VALSARTAN/HCTZ TVC 160/25MG CPR 30,75885.5,7780,24335431052.46,99.57183050951143
3400921858259,ATORVASTATINE ACC 10MG CPR 30,75872.57,7781,24335506925.03,99.5721409527768
3400926886448,PARACETAMOL GNR 1G CPR EFF 8,75815.94,7782,24335582740.97,99.5724511643326
3400936115378,PIROXICAM TVC 20 MG SOL INJ IM 2,75631.18,7783,24335658372.15,99.57276061991693
3400939754000,SERTRALINE CRT 50MG GELULE 28,75558.34,7784,24335733930.49,99.57306977746619
3400949710027,LOPERAMIDE ALM 2MG GELULE 20,75540.16,7785,24335809470.65,99.57337886062942
3400930227916,METHYLPHENIDATE ARW LP 40MG GEL 28,75465.44,7786,24335884936.09,99.57368763806527
3400936919211,TAZOCILLINE 2000 MG/250 MG PDR INJ 1,75449.55,7787,24335960385.64,99.57399635048496
3400933108472,SELOZOK LP 95 MG CPR 28,75438.87,7788,24336035824.51,99.57430501920595
3400941758485,MANIDIPINE ZEN 10MG CPR 30,75433.32,7789,24336111257.83,99.57461366521834
3400936093973,"BISOPROLOL HCTZ ARW 10/6,25MG CPR 90",75392.16,7790,24336186649.99,99.57492214281879
3400938070804,TERBINAFINE EVO 250MG CPR 28,75381.3,7791,24336262031.29,99.57523057598404
3400941561474,"VALSARTAN/HCTZ ZTL 160/12,5MG CPR 30",75331.27,7792,24336337362.56,99.57553880444452
3400927653629,RAMIPRIL SUN 5MG CPR 90,75297.42,7793,24336412659.98,99.57584689440297
3400949004607,LIPOROSA 10MG/10MG GELULE AIP BBF 90,75273.81,7794,24336487933.79,99.57615488775782
3400941660979,ROPINIROLE TVC LP 4MG CPR 28,75265.28,7795,24336563199.07,99.57646284621094
3400930103494,"LEVOD/C/E VTS 75/18,75/200MG CPR 100",75198.53,7796,24336638397.6,99.5767705315471
3400935562708,ANTARENE 5% GEL TUBE 50G 1,75191.29,7797,24336713588.89,99.57707818725977
3400935582119,DOXYCYCLINE VIATRIS 100MG CPR 15,75173.68,7798,24336788762.57,99.57738577091865
3400930058824,ZONISAMIDE VTS 50 MG GELULE 14,75123.59,7799,24336863886.16,99.5776931496273
3400937928175,AMLODIPINE ZYD 10MG GELULE 90,75103.85,7800,24336938990.01,99.57800044756692
3400930173909,"ORENCIA 87,5 MG SOL INJ 4",75021.51,7801,24337014011.52,99.57830740860092
3400930021910,EPLERENONE ZEN 50MG CPR 90,74952.24,7802,24337088963.76,99.57861408620697
3400930159071,LOSARTAN ARL 50MG CPR 90,74934.39,7803,24337163898.15,99.57892069077727
3400930189122,FENTANYL ARW 200MCG CPR GINGIVAL 28,74897.73,7804,24337238795.88,99.579227145348
3400937482424,IPERTEN 10MG CPR 30,74882.76,7805,24337313678.64,99.57953353866688
3400937723411,CARVEDILOL TVC 25MG CPR 28,74830.21,7806,24337388508.85,99.57983971697007
3400938232226,DOMPERIDONE BGA 10MG CPR DISP 20,74786.17,7807,24337463295.02,99.58014571507744
3400939903392,FENTANYL EG 100MICROG/H DISP TRANSD 5,74769.1,7808,24337538064.12,99.58045164334048
3400934654558,ZAMUDOL LP 150MG GELULE 30,74737.45,7809,24337612801.57,99.58075744210313
3400927675102,IRBESARTAN HCTZ EVP 300/25MG CPR 90,74736.17,7810,24337687537.74,99.58106323562848
3400941752681,BISOPROLOL TVS 10MG CPR 30,74686.52,7811,24337762224.26,99.58136882600385
3400938895056,"ROPINIROLE EG 0,50MG CPR 21",74680.17,7812,24337836904.43,99.58167439039734
3400949378678,TRAMADOL CRT LP 200MG CPR 30,74653.7,7813,24337911558.13,99.58197984648511
3400949877539,DORZOLAMIDE EG 2% COLLYRE 5ML 1,74611.47,7814,24337986169.6,99.5822851297829
3400931307204,ORAP 4MG CPR 30,74585.81999999999,7815,24338060755.420002,99.58259030813014
3400939094786,"QUINAPRIL HCTZ EG 20/12,5MG CPR 90",74581.42,7816,24338135336.84,99.58289546847413
3400927559846,TELMISARTAN/HCTZ ZEN 80MG/25MG CPR 30,74565.31999999999,7817,24338209902.16,99.58320056294272
3400932141159,HYDROCORTISONE UPJOHN 100MG INJ 1,74450.71,7818,24338284352.87,99.58350518846841
3400938029123,TERBINAFINE ZYD 250MG CPR 28,74395.4,7819,24338358748.27,99.5838095876855
3400926675998,OMNIPAQUE 300MG SOL INJ FP 150ML MED 1,74314.01999999999,7820,24338433062.29,99.58411365392487
3400937285933,TRIMEBUTINE ALM 200MG CPR 30,74277.77,7821,24338507340.06,99.5844175718423
3400930170366,EZETIMIBE ALM 10MG CPR 90,74208.77,7822,24338581548.83,99.58472120743654
3400930234631,ARIPIPRAZOLE ALM 10 MG CPR 28,74078.58,7823,24338655627.41,99.58502431034013
3400930095430,EZETIMIBE/SIMVAST CRT 10MG/20MG CPR 90,74002.56,7824,24338729629.97,99.58532710219723
3400922182988,RALOXIFENE EG 60MG CPR 28,73975.04,7825,24338803605.01,99.58562978145238
3400936019416,ENALAPRIL TVS 5 MG CPR 30,73942.7,7826,24338877547.71,99.58593232838389
3400938887303,RAMIPRIL EVO 5MG CPR 30,73933.96,7827,24338951481.670002,99.58623483955446
3400930155943,NEBIVOLOL/ HYD TVC 5MG/25MG CPR 30,73918.17,7828,24339025399.84,99.58653728611803
3400933055103,TRIFLUCAN 50MG GELULE 7,73855.34999999999,7829,24339099255.19,99.58683947564475
3400930212592,LAMIVUDINE TVP 300MG CPR 30,73822.23,7830,24339173077.420002,99.58714152965636
3400949105496,VALSARTAN EG 40MG CPR 30,73814.17,7831,24339246891.59,99.58744355068933
3400926618520,AMLODIPINE EVP 10MG GELULE 90,73802.17,7832,24339320693.76,99.58774552262261
3400938351712,FLUVASTATINE SDZ 40 MG GELULE 30,73776.31,7833,24339394470.07,99.5880473887461
3400934300660,MOSCONTIN LP 200 MG CPR 14,73707.85,7834,24339468177.920002,99.58834897475589
3400937939751,"PRAMIPEXOLE BGA 0,7MG CPR 100",73617.2,7835,24339541795.12,99.58865018985847
3400930007723,VALSARTAN ARL 80MG CPR 90,73611.49,7836,24339615406.61,99.5889513815978
3400930056783,VORICONAZOLE BGA 200 MG CPR 14,73601.77,7837,24339689008.38,99.58925253356638
3400930005873,EPLERENONE VTSG 25MG CPR 30,73576.82,7838,24339762585.2,99.58955358344853
3400938527032,MICARDISPLUS 80MG/25MG CPR 30,73557.41,7839,24339836142.61,99.58985455391193
3400930207680,APREXEVO 150 MG/10MG CPR 90,73554.74,7840,24339909697.35,99.59015551345067
3400936312500,FLUOXETINE CRT 20MG GELULE 14,73530.02,7841,24339983227.37,99.59045637184406
3400949152162,"VALSARTAN/HCTZ SDZ 80/12,5MG CPR 30",73479.05,7842,24340056706.420002,99.59075702168654
3400937356824,FENOFIBRATE EG 160MG CPR 30,73473.05,7843,24340130179.47,99.59105764697918
3400935948854,"AMOX/AC CLAV ALM 100MG/12,5MG/ML ENF 1",73455.63,7844,24340203635.1,99.59135820099543
3400930186145,NUREFLEX 400MG CPR 24,73426.13,7845,24340277061.23,99.59165863430832
3400930257630,PERINDOPRIL ARG ZEN 5MG CPR 30,73398.81,7846,24340350460.04,99.59195895583758
3400949956982,REPAGLINIDE ZYD 2MG CPR 90,73372.2,7847,24340423832.24,99.5922591684883
3400935060594,SPIRONOLACTONE EG 50MG CPR 30,73364.81,7848,24340497197.05,99.59255935090178
3400935924612,ASMANEX TWISTHALER 400 MCG 60 DOSES 1,73286.89,7849,24340570483.94,99.59285921449465
3400932725496,BECILAN 250 MG SOL INJ 5,73232.71,7850,24340643716.65,99.59315885640248
3400926668327,RABEPRAZOLE EVO 20MG CPR 28,73140.26,7851,24340716856.91,99.59345812003812
3400933771133,XENETIX 350 SOL INJ FL 50ML 1,73120.27,7852,24340789977.18,99.59375730188191
3400935954718,LOPERAMIDE ARW 2MG GELULE 20,73033.27,7853,24340863010.45,99.59405612775298
3400930195932,DASATINIB TVS 70 MG CPR 60,72980.11,7854,24340935990.56,99.59435473611244
3400930135860,ENALAPRIL/LER ZEN 20MG/10MG CPR 30,72809.93,7855,24341008800.49,99.59465264815655
3400930143926,ETORICOXIB BGA 30 MG CPR 28,72759.44,7856,24341081559.93,99.59495035361375
3400930088661,AMLODIPINE/VALSART ZEN 5MG/80MG CP 30,72755.02,7857,24341154314.95,99.59524804098591
3400933306953,KETODERM 2% GEL SACHET DOSE 8,72734.56,7858,24341227049.51,99.59554564464308
3400936109285,TRIZIVIR CPR 60,72651.15999999999,7859,24341299700.670002,99.59584290705749
